id,dni,nombres,apellido_paterno,apellido_materno,sexo,fecha_nacimiento,nivel,grado,seccion,turno,id_seccion,id_padre,parentesco
1151,78235006,Brenda Julia,Zavala,Cruz,F,2018-03-24,Primaria,3,K,Tarde,37,96,Madre
1152,57383872,Isabel Ashley,Vega,Vega,F,2018-08-22,Primaria,3,K,Tarde,37,1993,Padre
1153,44450808,Andres Emilio,Alarcon,Ticona,M,2018-10-19,Primaria,3,K,Tarde,37,1440,Padre
1154,55643104,Angel Andres,Espinoza,Marin,M,2018-12-20,Primaria,3,K,Tarde,37,2790,Padre
1155,26467761,Alexander Wilson,Choque,Lazo,M,2018-02-26,Primaria,3,K,Tarde,37,500,Madre
1156,18740930,Thiago Oscar,Huaraca,Aguilar,M,2018-04-21,Primaria,3,L,Tarde,38,1843,Padre
1157,53793865,Carmen Diana,Mamani,Nunez,F,2018-12-29,Primaria,3,L,Tarde,38,2682,Padre
1158,47553645,Zoe Yesenia,Rodriguez,Ibarra,F,2018-08-23,Primaria,3,L,Tarde,38,882,Madre
1159,23581744,Yesica Ximena,Bravo,Nunez,F,2018-03-30,Primaria,3,L,Tarde,38,1358,Madre
1160,68268389,Pedro Gonzalo,Vargas,Soto,M,2018-02-13,Primaria,3,L,Tarde,38,1443,Padre
1161,74683275,Renata Yesica,Vargas,Silva,F,2018-07-28,Primaria,3,L,Tarde,38,1692,Padre
1162,52337514,Gabriela Jhoana,Condori,Ccahuana,F,2018-04-11,Primaria,3,L,Tarde,38,2033,Madre
1163,69530206,Walter Cesar,Ruiz,Quispe,M,2018-11-07,Primaria,3,L,Tarde,38,403,Madre
1164,51448478,Isabel Ruth,Ticona,Reyes,F,2018-08-10,Primaria,3,L,Tarde,38,13,Madre
1165,14002320,Diana Dulce,Salazar,Ticona,F,2018-04-12,Primaria,3,L,Tarde,38,2663,Padre
1166,25665860,Alexis Ivan,Aquino,Cutipa,M,2018-10-21,Primaria,3,L,Tarde,38,3069,Padre
1167,54268837,Dulce Jhoana,Cabrera,Palacios,F,2018-08-20,Primaria,3,L,Tarde,38,650,Padre
1168,37678714,Raul Adrian,Ticona,Alvarez,M,2018-08-20,Primaria,3,L,Tarde,38,2332,Madre
1169,77976212,Cesar Franco,Ochoa,Ticona,M,2018-03-11,Primaria,3,L,Tarde,38,2582,Padre
1170,23499107,Karen Alexandra,Silva,Vega,F,2018-05-31,Primaria,3,L,Tarde,38,2343,Padre
1171,66155879,Abigail Fiorella,Villanueva,Espinoza,F,2018-08-21,Primaria,3,L,Tarde,38,2328,Padre
1172,76587929,Sebastian Wilson,Alvarez,Herrera,M,2018-03-29,Primaria,3,L,Tarde,38,455,Padre
1173,14782432,Alexander Miguel,Huaraca,Flores,M,2018-07-08,Primaria,3,L,Tarde,38,810,Madre
1174,37088036,Ariana Flor,Aquino,Huaraca,F,2018-09-19,Primaria,3,L,Tarde,38,2826,Padre
1175,22493714,Fiorella Pilar,Ochoa,Cruz,F,2018-08-04,Primaria,3,L,Tarde,38,2763,Padre
1176,47345246,Fernando Thiago,Bautista,Cornejo,M,2018-06-04,Primaria,3,L,Tarde,38,2190,Padre
1177,29540691,Mateo Gonzalo,Fernandez,Delgado,M,2018-11-18,Primaria,3,L,Tarde,38,2644,Padre
1178,35772095,Adrian Luis,Herrera,Garcia,M,2018-10-12,Primaria,3,M,Tarde,39,213,Madre
1179,56180780,Yesica Diana,Bravo,Pacheco,F,2018-03-04,Primaria,3,M,Tarde,39,2067,Padre
1180,22594862,Joaquin Walter,Castillo,Espinoza,M,2018-08-09,Primaria,3,M,Tarde,39,1958,Padre
1181,63381465,Franco Edgar,Alarcon,Leon,M,2018-09-30,Primaria,3,M,Tarde,39,294,Madre
1182,53359639,Fernando Jose,Yataco,Machaca,M,2018-12-08,Primaria,3,M,Tarde,39,1292,Madre
1183,60387580,Grecia Carmen,Paredes,Herrera,F,2018-06-06,Primaria,3,M,Tarde,39,2246,Madre
1184,64138102,Oscar Luis,Cornejo,Ibarra,M,2018-09-05,Primaria,3,M,Tarde,39,1452,Padre
1185,11574105,Fiorella Diana,Machaca,Choque,F,2018-02-27,Primaria,3,M,Tarde,39,2856,Padre
1186,62944908,Luz Nayeli,Herrera,Cabanillas,F,2018-06-03,Primaria,3,M,Tarde,39,2932,Madre
1187,16893565,Nicolas Samuel,Salvador,Ruiz,M,2018-12-03,Primaria,3,M,Tarde,39,2178,Padre
1188,42167940,Karen Daniela,Diaz,Castillo,F,2018-03-12,Primaria,3,M,Tarde,39,318,Padre
1189,72327476,Teresa Brenda,Nunez,Cutipa,F,2018-03-18,Primaria,3,M,Tarde,39,298,Padre
1190,19309309,Fabricio Cesar,Ochoa,Rodriguez,M,2018-01-03,Primaria,3,M,Tarde,39,2039,Padre
1191,21710641,Maria Milagros,Lazo,Mendoza,F,2018-02-19,Primaria,3,M,Tarde,39,10,Madre
1192,68838521,Raul Victor,Mamani,Cabrera,M,2018-09-23,Primaria,3,M,Tarde,39,580,Madre
1193,38594520,Anthony Raul,Alarcon,Diaz,M,2018-11-16,Primaria,3,M,Tarde,39,1040,Madre
1194,54749431,Marco Victor,Marin,Alarcon,M,2018-03-31,Primaria,3,M,Tarde,39,1030,Madre
1195,36087961,Marco Yamil,Castillo,Farfan,M,2018-11-21,Primaria,3,M,Tarde,39,1987,Padre
1196,72184893,Yesenia Grecia,Chavez,Romero,F,2018-07-07,Primaria,3,M,Tarde,39,2833,Madre
1197,45130728,Julia Sofia,Flores,Ramos,F,2018-08-12,Primaria,3,M,Tarde,39,1060,Padre
1198,43210048,Victor Manuel,Chavez,Alarcon,M,2018-08-06,Primaria,3,M,Tarde,39,2068,Padre
1199,62265847,Gustavo Alberto,Ibarra,Fernandez,M,2018-03-25,Primaria,3,M,Tarde,39,1739,Madre
1200,49982466,Dylan Miguel,Soto,Reyes,M,2018-06-10,Primaria,3,M,Tarde,39,1309,Madre
1201,67605837,Ricardo Oscar,Ruiz,Cutipa,M,2018-11-27,Primaria,3,M,Tarde,39,2595,Madre
1202,29371107,Dulce Ana,Flores,Torres,F,2018-01-21,Primaria,3,M,Tarde,39,433,Padre
1203,35884135,Julia Ana,Marin,Paredes,F,2018-11-12,Primaria,3,M,Tarde,39,3093,Padre
1204,14879754,Yolanda Jhoana,Reyes,Huaman,F,2018-04-09,Primaria,3,M,Tarde,39,2953,Padre
1205,44624054,Erick Fernando,Quispe,Espinoza,M,2018-09-12,Primaria,3,M,Tarde,39,666,Madre
1206,45124176,Yesica Kiara,Salvador,Castillo,F,2018-06-25,Primaria,3,M,Tarde,39,2577,Madre
1207,37652006,Fiorella Abigail,Choque,Ccahuana,F,2018-02-13,Primaria,3,M,Tarde,39,108,Padre
1208,39611605,Jhon Ivan,Rivera,Gonzales,M,2018-09-03,Primaria,3,M,Tarde,39,231,Padre
1209,42817542,Oscar Luis,Ccahuana,Machaca,M,2018-12-24,Primaria,3,M,Tarde,39,1333,Madre
1210,34684637,Kevin Jhon,Villanueva,Vasquez,M,2018-07-03,Primaria,3,M,Tarde,39,69,Padre
1211,36387958,Anthony Ian,Alvarez,Yupanqui,M,2018-11-05,Primaria,3,M,Tarde,39,3130,Padre
1212,60929769,Ximena Patricia,Huaraca,Espinoza,F,2018-10-14,Primaria,3,M,Tarde,39,2579,Madre
1213,21398998,Yesenia Karen,Diaz,Ibarra,F,2018-08-30,Primaria,3,M,Tarde,39,435,Padre
1214,70624711,Diana Valentina,Huaman,Ccahuana,F,2018-06-06,Primaria,3,M,Tarde,39,1503,Madre
1215,68523071,Flor Vanessa,Campos,Soto,F,2017-07-28,Primaria,4,A,Mañana,40,1148,Madre
1216,45370356,Yolanda Gabriela,Ochoa,Nunez,F,2017-06-14,Primaria,4,A,Mañana,40,582,Padre
1217,32085627,Diego Carlos,Romero,Gutierrez,M,2017-05-04,Primaria,4,A,Mañana,40,876,Padre
1218,29210296,Kevin Samuel,Silva,Ochoa,M,2017-07-11,Primaria,4,A,Mañana,40,2476,Padre
1219,25521028,Emilio Adrian,Ticona,Silva,M,2017-11-17,Primaria,4,A,Mañana,40,2525,Padre
1220,25488155,Sofia Teresa,Gutierrez,Cardenas,F,2017-05-04,Primaria,4,A,Mañana,40,3189,Padre
1221,38683310,Lucia Milagros,Aquino,Rivera,F,2017-02-18,Primaria,4,A,Mañana,40,2061,Madre
1222,12598522,Alessandra Paula,Machaca,Vasquez,F,2017-05-21,Primaria,4,A,Mañana,40,1507,Madre
1223,62553546,Victor Aaron,Cruz,Cabrera,M,2017-05-17,Primaria,4,A,Mañana,40,903,Madre
1224,75794024,Diego Elmer,Diaz,Rojas,M,2017-06-22,Primaria,4,A,Mañana,40,1853,Padre
1225,32564125,Alessandra Gabriela,Yataco,Lazo,F,2017-03-25,Primaria,4,A,Mañana,40,2144,Padre
1226,25530004,Benjamin Leonardo,Leon,Villanueva,M,2017-01-15,Primaria,4,A,Mañana,40,2508,Madre
1227,22831384,Jhoel Juan,Nunez,Huaman,M,2017-12-27,Primaria,4,A,Mañana,40,1545,Madre
1228,57971098,Thiago Fabricio,Zavala,Soto,M,2017-02-17,Primaria,4,A,Mañana,40,676,Madre
1229,49482506,Yamil Kevin,Alarcon,Bravo,M,2017-10-01,Primaria,4,A,Mañana,40,1830,Madre
1230,66019862,Rafaella Emily,Vargas,Paucar,F,2017-01-05,Primaria,4,A,Mañana,40,1753,Padre
1231,39821452,Ricardo Rodrigo,Carrillo,Marin,M,2017-01-15,Primaria,4,A,Mañana,40,543,Padre
1232,47096464,Jhoana Alexandra,Herrera,Farfan,F,2017-10-30,Primaria,4,A,Mañana,40,2021,Madre
1233,72513746,Abigail Luz,Apaza,Palacios,F,2017-11-08,Primaria,4,A,Mañana,40,2878,Padre
1234,36358164,Elena Estefany,Condori,Quispe,F,2017-04-19,Primaria,4,A,Mañana,40,953,Madre
1235,74956499,Pedro Marco,Espinoza,Garcia,M,2017-02-17,Primaria,4,A,Mañana,40,3066,Madre
1236,76426937,Wilson Franco,Mendoza,Pacheco,M,2017-07-13,Primaria,4,A,Mañana,40,1379,Padre
1237,74679903,Yamil Alexander,Cornejo,Gutierrez,M,2017-09-10,Primaria,4,A,Mañana,40,1238,Padre
1238,68486554,Fabricio Emilio,Medina,Bravo,M,2017-10-10,Primaria,4,A,Mañana,40,207,Madre
1239,52080233,Dylan Victor,Cutipa,Machaca,M,2017-09-29,Primaria,4,A,Mañana,40,228,Padre
1240,59397155,Yesica Julia,Bravo,Paredes,F,2017-11-04,Primaria,4,A,Mañana,40,2465,Padre
1241,16359672,Renata Britany,Carrillo,Yupanqui,F,2017-03-17,Primaria,4,A,Mañana,40,2010,Madre
1242,77233213,Brenda Ruth,Yupanqui,Chavez,F,2017-12-11,Primaria,4,A,Mañana,40,179,Madre
1243,12487493,Manuel Elmer,Ochoa,Fernandez,M,2017-02-15,Primaria,4,A,Mañana,40,1281,Padre
1244,79938868,Grecia Paula,Condori,Nunez,F,2017-06-27,Primaria,4,A,Mañana,40,1338,Padre
1245,75571683,Ricardo Franco,Cardenas,Medina,M,2017-05-17,Primaria,4,A,Mañana,40,2188,Madre
1246,39058354,Benjamin Fabricio,Villanueva,Cornejo,M,2017-08-15,Primaria,4,A,Mañana,40,1434,Padre
1247,49043386,Sebastian Joaquin,Alarcon,Cutipa,M,2017-09-10,Primaria,4,A,Mañana,40,2859,Padre
1248,43772417,Samuel Alexis,Diaz,Cabanillas,M,2017-04-24,Primaria,4,A,Mañana,40,2285,Padre
1249,72092709,Yolanda Xiomara,Alvarez,Cruz,F,2017-03-28,Primaria,4,A,Mañana,40,2318,Padre
1250,34262094,Ximena Katty,Marin,Castillo,F,2017-06-26,Primaria,4,A,Mañana,40,896,Madre
1251,12504717,Jorge Jhoel,Huaraca,Silva,M,2017-07-23,Primaria,4,A,Mañana,40,2089,Padre
1252,37859639,Alessandra Gabriela,Castillo,Delgado,F,2017-06-21,Primaria,4,B,Mañana,41,1169,Padre
1253,33758664,Gabriel Mateo,Pacheco,Silva,M,2017-03-12,Primaria,4,B,Mañana,41,1947,Madre
1254,63395543,Julio Yamil,Villanueva,Ochoa,M,2017-11-10,Primaria,4,B,Mañana,41,663,Padre
1255,27266735,Marco Julio,Gutierrez,Rimac,M,2017-03-27,Primaria,4,B,Mañana,41,394,Padre
1256,15278068,Zoe Flor,Gonzales,Rivera,F,2017-11-04,Primaria,4,B,Mañana,41,2906,Padre
1257,20590448,Ariana Pilar,Mamani,Ticona,F,2017-10-04,Primaria,4,B,Mañana,41,2009,Padre
1258,19131819,Angel Andres,Gutierrez,Garcia,M,2017-02-19,Primaria,4,B,Mañana,41,2517,Madre
1259,35161443,Alessandra Katty,Guzman,Reyes,F,2017-02-17,Primaria,4,B,Mañana,41,1936,Padre
1260,43244741,Hugo Edgar,Alvarez,Romero,M,2017-11-04,Primaria,4,B,Mañana,41,3000,Padre
1261,19628857,Sofia Yesenia,Ramos,Delgado,F,2017-12-19,Primaria,4,B,Mañana,41,2508,Madre
1262,60030951,Yamil Martin,Palacios,Rojas,M,2017-03-09,Primaria,4,B,Mañana,41,1106,Madre
1263,32448727,Samuel Jose,Huaraca,Rodriguez,M,2017-10-03,Primaria,4,B,Mañana,41,410,Padre
1264,32196438,Rodrigo Rodrigo,Cabanillas,Rojas,M,2017-09-04,Primaria,4,B,Mañana,41,2965,Padre
1265,56535771,Elena Zoe,Machaca,Zavala,F,2017-05-18,Primaria,4,B,Mañana,41,2621,Padre
1266,20989833,Renzo Victor,Castillo,Yupanqui,M,2017-01-20,Primaria,4,B,Mañana,41,771,Padre
1267,27780579,Raul Jorge,Rivera,Nunez,M,2017-08-18,Primaria,4,B,Mañana,41,1262,Padre
1268,69496500,Diego Aaron,Paredes,Ochoa,M,2017-07-04,Primaria,4,B,Mañana,41,2880,Madre
1269,69090316,Raul Mateo,Ochoa,Rojas,M,2017-09-21,Primaria,4,B,Mañana,41,903,Madre
1270,19624057,Alexander Alexis,Villanueva,Vilca,M,2017-08-06,Primaria,4,B,Mañana,41,457,Padre
1271,57284059,Hugo Angel,Guzman,Chavez,M,2017-04-27,Primaria,4,B,Mañana,41,1105,Padre
1272,64099738,Nicolas Kevin,Ticona,Choque,M,2017-08-07,Primaria,4,B,Mañana,41,1102,Padre
1273,13248827,Juan Adrian,Vargas,Zavala,M,2017-12-10,Primaria,4,B,Mañana,41,1073,Madre
1274,60849628,Britany Camila,Ramos,Apaza,F,2017-11-15,Primaria,4,B,Mañana,41,407,Madre
1275,38995749,Jose Joaquin,Mendoza,Vega,M,2017-10-07,Primaria,4,B,Mañana,41,1656,Padre
1276,75235833,Patricia Antonella,Cabrera,Espinoza,F,2017-04-29,Primaria,4,B,Mañana,41,2844,Madre
1277,23642010,Renzo Miguel,Huaman,Villanueva,M,2017-06-11,Primaria,4,B,Mañana,41,1207,Madre
1278,29389210,Nicole Isabel,Yupanqui,Mamani,F,2017-10-17,Primaria,4,B,Mañana,41,2821,Padre
1279,28821912,Gustavo Leonardo,Huaraca,Aguilar,M,2017-03-27,Primaria,4,B,Mañana,41,1166,Padre
1280,60596103,Jose Fernando,Quispe,Zavala,M,2017-08-06,Primaria,4,B,Mañana,41,2210,Madre
1281,29976337,Milagros Abigail,Rimac,Rojas,F,2017-03-12,Primaria,4,C,Mañana,42,2063,Madre
1282,21434179,Pedro Walter,Huaman,Diaz,M,2017-09-06,Primaria,4,C,Mañana,42,296,Padre
1283,36739877,Nayeli Carmen,Bautista,Vilca,F,2017-01-10,Primaria,4,C,Mañana,42,94,Padre
1284,14040145,Martin Kevin,Condori,Silva,M,2017-08-23,Primaria,4,C,Mañana,42,72,Padre
1285,60047745,Daniela Danna,Espinoza,Soto,F,2017-07-22,Primaria,4,C,Mañana,42,2274,Madre
1286,11031156,Lucia Katherine,Rivera,Cutipa,F,2017-09-06,Primaria,4,C,Mañana,42,1609,Padre
1287,22458091,Elmer Carlos,Reyes,Condori,M,2017-03-31,Primaria,4,C,Mañana,42,670,Madre
1288,42635681,Fiorella Katherine,Silva,Gutierrez,F,2017-09-18,Primaria,4,C,Mañana,42,2406,Padre
1289,49853060,Renata Alexandra,Ramos,Alarcon,F,2017-05-18,Primaria,4,C,Mañana,42,734,Madre
1290,73703231,Cesar Gonzalo,Yataco,Gutierrez,M,2017-10-29,Primaria,4,C,Mañana,42,2076,Madre
1291,28549222,Dylan Angel,Zavala,Vega,M,2017-01-08,Primaria,4,C,Mañana,42,1658,Padre
1292,41238545,Dylan Victor,Condori,Pacheco,M,2017-10-12,Primaria,4,C,Mañana,42,664,Padre
1293,16642790,Katty Rosa,Medina,Apaza,F,2017-10-13,Primaria,4,C,Mañana,42,834,Madre
1294,11439643,Paula Katty,Rodriguez,Mendoza,F,2017-01-05,Primaria,4,C,Mañana,42,1226,Padre
1295,39929707,Kiara Estefany,Apaza,Marin,F,2017-06-30,Primaria,4,C,Mañana,42,604,Madre
1296,24292328,Raul Leonardo,Apaza,Lazo,M,2017-03-08,Primaria,4,C,Mañana,42,1260,Madre
1297,27489063,Milagros Patricia,Vega,Cabanillas,F,2017-04-09,Primaria,4,C,Mañana,42,2613,Padre
1298,47117803,Flor Dulce,Ortiz,Rojas,F,2017-03-08,Primaria,4,C,Mañana,42,2697,Padre
1299,17653720,Flor Alexandra,Farfan,Yupanqui,F,2017-07-15,Primaria,4,C,Mañana,42,2408,Madre
1300,24381704,Jose Rodrigo,Huaraca,Ortiz,M,2017-05-22,Primaria,4,C,Mañana,42,533,Padre
1301,49729583,Elmer Ivan,Machaca,Yupanqui,M,2017-09-05,Primaria,4,C,Mañana,42,1645,Padre
1302,54908888,Isabel Lucia,Fernandez,Campos,F,2017-03-08,Primaria,4,C,Mañana,42,1196,Madre
1303,29238418,Pedro Julio,Villanueva,Vilca,M,2017-10-19,Primaria,4,C,Mañana,42,2844,Madre
1304,65363621,Xiomara Flor,Gutierrez,Zavala,F,2017-05-02,Primaria,4,C,Mañana,42,2694,Padre
1305,69184077,Isabel Estefany,Leon,Salvador,F,2017-03-09,Primaria,4,C,Mañana,42,340,Padre
1306,65518925,Julio Miguel,Gutierrez,Espinoza,M,2017-12-07,Primaria,4,C,Mañana,42,2560,Madre
1307,29672915,Marco Joaquin,Delgado,Zavala,M,2017-07-22,Primaria,4,C,Mañana,42,1668,Padre
1308,73167801,Fiorella Carmen,Farfan,Aguilar,F,2017-01-11,Primaria,4,C,Mañana,42,653,Padre
1309,53567784,Mateo Joaquin,Herrera,Vilca,M,2017-11-23,Primaria,4,C,Mañana,42,2096,Madre
1310,12295635,Sofia Mia,Palacios,Machaca,F,2017-06-24,Primaria,4,D,Mañana,43,474,Padre
1311,67573432,Sofia Lucia,Rivera,Villanueva,F,2017-12-07,Primaria,4,D,Mañana,43,2935,Padre
1312,61282036,Luz Melissa,Espinoza,Mendoza,F,2017-07-17,Primaria,4,D,Mañana,43,1158,Padre
1313,54118342,Emilio Joaquin,Ruiz,Apaza,M,2017-11-15,Primaria,4,D,Mañana,43,1871,Madre
1314,67776739,Paula Vanessa,Rojas,Gutierrez,F,2017-03-23,Primaria,4,D,Mañana,43,2018,Padre
1315,39825282,Nayeli Ruth,Rimac,Huaraca,F,2017-10-22,Primaria,4,D,Mañana,43,2847,Padre
1316,32404251,Jhoel Miguel,Cabrera,Espinoza,M,2017-07-15,Primaria,4,D,Mañana,43,214,Madre
1317,56450709,Samuel Dylan,Gutierrez,Quispe,M,2017-02-25,Primaria,4,D,Mañana,43,2154,Madre
1318,62754401,Luz Luana,Nunez,Chavez,F,2017-09-20,Primaria,4,D,Mañana,43,2940,Madre
1319,26022932,Teresa Luz,Condori,Cruz,F,2017-01-23,Primaria,4,D,Mañana,43,515,Madre
1320,13390411,Erick Hugo,Aquino,Delgado,M,2017-11-06,Primaria,4,D,Mañana,43,1234,Madre
1321,42993329,Ana Nayeli,Nunez,Cardenas,F,2017-06-24,Primaria,4,D,Mañana,43,2698,Madre
1322,77372048,Alberto Ian,Silva,Ccahuana,M,2017-01-29,Primaria,4,D,Mañana,43,2330,Padre
1323,47056329,Xiomara Katty,Carrillo,Chavez,F,2017-04-29,Primaria,4,D,Mañana,43,852,Madre
1324,18088646,Estefany Danna,Sanchez,Vilca,F,2017-05-19,Primaria,4,D,Mañana,43,1153,Madre
1325,51300337,Walter Benjamin,Ruiz,Fernandez,M,2017-08-03,Primaria,4,D,Mañana,43,2603,Madre
1326,52493093,Paula Jhoana,Salvador,Sanchez,F,2017-09-12,Primaria,4,D,Mañana,43,2895,Madre
1327,68909710,Lucia Alessandra,Ortiz,Rojas,F,2017-05-05,Primaria,4,D,Mañana,43,257,Padre
1328,72449717,Renzo Gustavo,Espinoza,Rojas,M,2017-07-07,Primaria,4,D,Mañana,43,482,Madre
1329,19970873,Gonzalo Renzo,Herrera,Romero,M,2017-08-06,Primaria,4,D,Mañana,43,1767,Padre
1330,35472947,Julia Daniela,Vargas,Farfan,F,2017-02-06,Primaria,4,D,Mañana,43,921,Madre
1331,13586719,Paula Kiara,Paucar,Espinoza,F,2017-10-05,Primaria,4,D,Mañana,43,1854,Madre
1332,18443006,Hugo Walter,Condori,Soto,M,2017-06-29,Primaria,4,D,Mañana,43,1400,Padre
1333,14725959,Andres Diego,Ticona,Ccahuana,M,2017-06-19,Primaria,4,D,Mañana,43,2528,Padre
1334,64683439,Mateo Cesar,Paredes,Torres,M,2017-07-16,Primaria,4,D,Mañana,43,1175,Padre
1335,55177703,Nicolas Emilio,Lazo,Fernandez,M,2017-04-27,Primaria,4,D,Mañana,43,247,Madre
1336,57947679,Wilson Alexander,Chavez,Salazar,M,2017-10-21,Primaria,4,D,Mañana,43,264,Madre
1337,16278819,Rafaella Yesenia,Huaraca,Reyes,F,2017-06-24,Primaria,4,D,Mañana,43,2270,Padre
1338,54386453,Walter Ivan,Fernandez,Vega,M,2017-04-15,Primaria,4,D,Mañana,43,2763,Padre
1339,25771352,Mia Nayeli,Cabanillas,Alvarez,F,2017-01-26,Primaria,4,D,Mañana,43,31,Padre
1340,43992926,Fernando Jorge,Garcia,Vega,M,2017-07-08,Primaria,4,D,Mañana,43,2964,Padre
1341,60790381,Kiara Mia,Ticona,Marin,F,2017-06-07,Primaria,4,D,Mañana,43,455,Padre
1342,45773436,Alexis Juan,Zavala,Mendoza,M,2017-01-02,Primaria,4,D,Mañana,43,2708,Padre
1343,14971333,Maria Dulce,Delgado,Ibarra,F,2017-03-23,Primaria,4,D,Mañana,43,402,Padre
1344,51946668,Yamil Edgar,Vargas,Lazo,M,2017-05-30,Primaria,4,E,Mañana,44,153,Padre
1345,24413389,Adrian Aaron,Nunez,Romero,M,2017-03-21,Primaria,4,E,Mañana,44,1850,Madre
1346,64634184,Fabricio Ian,Medina,Condori,M,2017-12-07,Primaria,4,E,Mañana,44,1018,Padre
1347,79472651,Carlos Luis,Bautista,Vilca,M,2017-03-26,Primaria,4,E,Mañana,44,2101,Padre
1348,24776245,Luis Anthony,Espinoza,Ccahuana,M,2017-01-15,Primaria,4,E,Mañana,44,970,Padre
1349,65182336,Fiorella Brenda,Pacheco,Diaz,F,2017-11-16,Primaria,4,E,Mañana,44,2131,Padre
1350,38489804,Dulce Luana,Vilca,Silva,F,2017-10-05,Primaria,4,E,Mañana,44,83,Madre
1351,42424044,Benjamin Martin,Alarcon,Vasquez,M,2017-05-01,Primaria,4,E,Mañana,44,1788,Madre
1352,25479078,Ricardo Ricardo,Gonzales,Ochoa,M,2017-11-22,Primaria,4,E,Mañana,44,1603,Madre
1353,24864590,Benjamin Erick,Romero,Machaca,M,2017-05-20,Primaria,4,E,Mañana,44,1616,Madre
1354,17245674,Victor Carlos,Bravo,Yupanqui,M,2017-09-17,Primaria,4,E,Mañana,44,1224,Madre
1355,26358140,Joaquin Aaron,Rojas,Cruz,M,2017-10-29,Primaria,4,E,Mañana,44,1276,Madre
1356,32637996,Luana Ariana,Delgado,Rojas,F,2017-04-17,Primaria,4,E,Mañana,44,183,Padre
1357,34038199,Susan Gabriela,Pacheco,Delgado,F,2017-01-31,Primaria,4,E,Mañana,44,394,Padre
1358,62435620,Alexis Marco,Choque,Paucar,M,2017-08-17,Primaria,4,E,Mañana,44,95,Padre
1359,14524326,Rosa Luana,Paucar,Reyes,F,2017-03-26,Primaria,4,E,Mañana,44,162,Padre
1360,22401284,Antonella Alexandra,Carrillo,Cruz,F,2017-05-15,Primaria,4,E,Mañana,44,1165,Madre
1361,32335688,Erick Alexander,Delgado,Ccahuana,M,2017-01-15,Primaria,4,E,Mañana,44,1508,Padre
1362,66870017,Rosa Susan,Carrillo,Mamani,F,2017-12-17,Primaria,4,E,Mañana,44,2629,Madre
1363,47034798,Fernando Aaron,Ibarra,Medina,M,2017-09-13,Primaria,4,E,Mañana,44,628,Madre
1364,61255170,Bryan Jose,Garcia,Nunez,M,2017-01-07,Primaria,4,E,Mañana,44,1385,Padre
1365,24141247,Milagros Kiara,Mendoza,Garcia,F,2017-01-02,Primaria,4,E,Mañana,44,1437,Madre
1366,58792407,Lucia Pilar,Gonzales,Aquino,F,2017-05-26,Primaria,4,E,Mañana,44,1183,Madre
1367,25805698,Miguel Angel,Vasquez,Delgado,M,2017-04-13,Primaria,4,E,Mañana,44,555,Padre
1368,44682952,Luz Valentina,Vargas,Paucar,F,2017-01-11,Primaria,4,F,Mañana,45,558,Padre
1369,31733098,Jhoana Ximena,Yupanqui,Reyes,F,2017-03-15,Primaria,4,F,Mañana,45,2574,Padre
1370,60733267,Ashley Yesica,Apaza,Huaraca,F,2017-03-14,Primaria,4,F,Mañana,45,1737,Madre
1371,48275257,Kiara Luz,Cardenas,Quispe,F,2017-04-24,Primaria,4,F,Mañana,45,1394,Madre
1372,32351272,Valentina Camila,Flores,Fernandez,F,2017-01-22,Primaria,4,F,Mañana,45,2867,Padre
1373,25636657,Renata Antonella,Mamani,Cabanillas,F,2017-08-14,Primaria,4,F,Mañana,45,2493,Padre
1374,11821786,Brenda Jhoana,Vargas,Garcia,F,2017-08-05,Primaria,4,F,Mañana,45,2882,Padre
1375,26502512,Piero Alexis,Cabrera,Ramos,M,2017-03-08,Primaria,4,F,Mañana,45,1168,Padre
1376,22728292,Ricardo Sebastian,Romero,Choque,M,2017-11-05,Primaria,4,F,Mañana,45,2567,Madre
1377,74079030,Luis Cristian,Huaman,Yataco,M,2017-01-26,Primaria,4,F,Mañana,45,1869,Madre
1378,42623308,Juan Bryan,Rimac,Cruz,M,2017-01-05,Primaria,4,F,Mañana,45,1912,Padre
1379,21481619,Ana Grecia,Leon,Espinoza,F,2017-09-12,Primaria,4,F,Mañana,45,898,Madre
1380,63780214,Jose Jorge,Mamani,Paredes,M,2017-09-07,Primaria,4,F,Mañana,45,2968,Padre
1381,65258369,Melissa Alessandra,Cruz,Vega,F,2017-10-16,Primaria,4,F,Mañana,45,1614,Madre
1382,78055382,Anthony Gustavo,Ccahuana,Aquino,M,2017-07-03,Primaria,4,F,Mañana,45,719,Padre
1383,27339864,Rodrigo Anthony,Flores,Chavez,M,2017-04-12,Primaria,4,F,Mañana,45,2462,Padre
1384,43088482,Julia Rosa,Marin,Gonzales,F,2017-11-14,Primaria,4,F,Mañana,45,2851,Madre
1385,47564752,Fabricio Angel,Alarcon,Salazar,M,2017-12-27,Primaria,4,F,Mañana,45,15,Padre
1386,47571330,Vanessa Teresa,Mendoza,Ccahuana,F,2017-06-29,Primaria,4,F,Mañana,45,2004,Padre
1387,72635080,Nicole Nayeli,Aquino,Cabrera,F,2017-12-03,Primaria,4,F,Mañana,45,1530,Padre
1388,14890268,Isabel Fiorella,Cabanillas,Paucar,F,2017-09-21,Primaria,4,F,Mañana,45,2616,Padre
1389,57186471,Carmen Camila,Aguilar,Ruiz,F,2017-10-09,Primaria,4,F,Mañana,45,1186,Madre
